"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
sp_pp_feed_now,cuestionario_posparto,,radio,"A9. ¿Cuál de las siguientes afirmaciones indica mejor cómo alimenta usted actualmente a su(s) bebé(s)?","1, Solo fórmula | 2, Pprincipalmente fórmula pero algo de leche materna | 3, Cantidades iguales de fórmula y leche materna | 4, Principalmente leche materna pero algo de fórmula | 5, Solo leche materna",,,,,,"([sp_pp_outcome] = '1' or [sp_pp_outcome]='2') and ([sp_pp_rec_loss] <> '1' and [sp_pp_rec_infdeath] <> '1' and [sp_pp_outcome] <> '3')",,,,,,
sp_pp_bf_home,cuestionario_posparto,,radio,"A10. ¿Alguna vez amamantó a usted a su bebé o lo alimentó con la leche que extraía desde que salió del hospital después del nacimiento de su bebé?","1, Sí | 0, No",,,,,,"[sp_pp_feed_now]<>"""" and [sp_pp_feed_now] != '5'",,,,,,
sp_pp_hosp_illness,cuestionario_posparto,"
<div style=""font-size: 1.25em"">ESTANCIA HOSPITALARIA PERIPARTUM</div>
Ahora nos gustaría saber más sobre cómo interactuó usted con su bebé en el hospital después del parto y las cosas que usted y el personal del hospital pueden haber hecho para tratar de prevenir la propagación de enfermedades respiratorias mientras estuvo en el hospital después del parto.",radio,"A11. Durante su estadía en el hospital para el parto, ¿tuvo usted algún síntoma de enfermedad fiebre o sensación de fiebre, tos, dificultad para respirar, escalofríos, dolor de garganta, diarrea, dolores musculares o corporales, cambios en el olfato o el gusto?  ","1, SÍ | 0, No | 88, No sabe | 99, No desea responder",,,,,,"[sp_pp_outcome] = '1' or [sp_pp_outcome]='2'",,,,,,
sp_pp_hosp_covtest,cuestionario_posparto,,radio,"A12. Durante su estadía en el hospital para el parto, ¿le tomaron a usted una muestra respiratoria para la prueba de COVID-19?   ","1, SÍ | 0, No | 88, No sabe | 99, No desea responder",,,,,,"[sp_pp_outcome] = '1' or [sp_pp_outcome]='2'",,,,,,
sp_pp_hosp_covpos,cuestionario_posparto,,radio,"A13. Durante su estadía en el hospital para el parto, ¿le dijeron a usted que tenía una prueba de laboratorio positiva para COVID-19?","1, SÍ | 0, No | 88, No sabe | 99, No desea responder",,,,,,"[sp_pp_hosp_covtest] = '1'",,,,,,
sp_pp_hosp_rm,cuestionario_posparto,,radio,"A14. Durante su estadía en el hospital, ¿permaneció usted en una habitación privada (es decir, era la única paciente en su habitación del hospital)?","1, Sí para toda la estadía hospitalaria | 2, Sí por parte de la estadía hospitalaria | 0, No",,,,,,"[sp_pp_outcome] = '1' or [sp_pp_outcome]='2'",,,,,,
sp_pp_hosp_roomin,cuestionario_posparto,,radio,"A15. Durante su estadía en el hospital, ¿se quedó su(s) bebé(s) en su habitación del hospital con usted durante cualquier parte de la estadía en el hospital (a veces llamado 'alojamiento conjunto')?","1, Sí para toda la estadía hospitalaria | 2, Sí por parte de la estadía hospitalaria | 0, No",,,,,,"[sp_pp_outcome] = '1' or [sp_pp_outcome]='2'",,,,,,
sp_pp_bb_roomed,cuestionario_posparto,,checkbox,"A16. Cuando su bebé no estaba en la misma habitación que usted después del parto, ¿dónde se quedaban su(s) bebé(s)? (Marque todos lo que correspondan)","1, Guardería para recién nacidos | 2, Unidad de cuidados intensivos neonatales | 3, Otro | 88, No estoy segura | 99, No deso responder",,,,,,"[sp_pp_hosp_roomin]<>"""" and [sp_pp_hosp_roomin] != '1'",,,,,,
sp_pp_bb_roomed_spec,cuestionario_posparto,,text,"A16_spec. Por favor especifique:",,,,,,,"[sp_pp_bb_roomed(3)] = '1'",,,,,,
sp_pp_rm_barrier,cuestionario_posparto,,radio,"A17. Durante su estadía en el hospital, ¿se usó una barrera (tal como una cortina o un biombo) para separarse de su bebé mientras estaba en la misma habitación? ","1, SÍ | 0, No | 88, No sabe | 99, No desea responder",,,,,,"[sp_pp_outcome] = '1' or [sp_pp_outcome]='2'",,,,,,
sp_pp_hosp_bf,cuestionario_posparto,,radio,"A18. Durante su estadía en el hospital, ¿amamantó usted a su(s) bebé(s) directamente del pecho o con leche materna extraída?","1, SÍ | 0, No",,,,,,"[sp_pp_outcome] = '1' or [sp_pp_outcome]='2'",,,,,,
sp_pp_hosp_bf_no,cuestionario_posparto,,checkbox,"A19. ¿Cuál fue la razón por la que usted no amamantó a su(s) bebé(s)? (marque todas las que correspondan)","1, No estaba interesado/no quería amamantar | 2, Demasiado cansada o enferma para amamantar | 3, No pudo amamantar por motivos relacionados con el suministro de leche | 4, El equipo médico le dijo que no amamantara debido a su enfermedad respiratoria | 5, Se le dijo que no amamantara por otras razones | 6, El bebé estaba enfermo y no podía amamantar | 7, Otro | 8, No deseo responder",,,,,,"[sp_pp_hosp_bf] = '0'",,,,,,
sp_pp_hosp_bf_no_spec,cuestionario_posparto,,text,"A19_spec. Por favor especifique:",,,,,,,"[sp_pp_hosp_bf_no(7)] = '1'",,,,,,
sp_pp_hosp_bf_express,cuestionario_posparto,,radio,"A20. Durante su estadía en el hospital, ¿alguna vez el equipo médico le aconsejó que se extrajera la leche materna y que otra persona a cargo del cuidado le diera leche materna a su bebé debido a los síntomas de su enfermedad fiebre o sensación de fiebre, tos, falta de aire, escalofríos, dolor de garganta, diarrea, dolores musculares o corporales, cambios en el olfato o el gusto? ","1, Sí | 0, No | 88, No sabe | 99, No desea responder",,,,,,"[sp_pp_outcome] = '1' or [sp_pp_outcome]='2'",,,,,,
sp_pp_hosp_worry,cuestionario_posparto,"Ahora, nos gustaría hacerle algunas preguntas sobre las cosas que usted o los visitantes pueden haber hecho para tratar de prevenir la propagación de enfermedades respiratorias mientras estuvo en el hospital después del parto.",radio,"A21. Durante su estadía en el hospital, ¿cuál fue su nivel de preocupación, si es que lo tuvo, acerca de la transmisión de su enfermedad respiratoria a su(s) bebé(s)? ¿Diría usted que estaba? ","1, Muy preocupada | 2, Algo preocupada | 3, No demasiado preocupada | 4, Nada preocupada | 88, No sé | 99, No deseo contestar",,,,,,"[sp_pp_outcome] = '1' or [sp_pp_outcome]='2'",,,,,,
sp_pp_hosp_spread,cuestionario_posparto,,radio,"A22. Durante su estadía en el hospital, ¿el equipo médico le habló a usted sobre el riesgo de transmitir una enfermedad respiratoria a su bebé mientras estaba en el hospital?  ","1, Sí | 0, No | 88, No sabe | 99, No desea responder",,,,,,"[sp_pp_outcome] = '1' or [sp_pp_outcome]='2'",,,,,,
sp_pp_hosp_advisedo,cuestionario_posparto,,descriptive,"A23. Durante su estadía en el hospital, ¿alguna vez el equipo médico le aconsejó a usted que hiciera lo siguiente?",,,,,,,"[sp_pp_outcome] = '1' or [sp_pp_outcome]='2'",,,,,,
sp_pp_hosp_handwash,cuestionario_posparto,,radio,"A23a. Lavarse las manos antes de alimentar a su bebé y durante otro contacto cercano con su bebé.","1, Sí | 0, No | 88, No sabe | 99, No desea responder",,,,,,"[sp_pp_outcome] = '1' or [sp_pp_outcome]='2'",,,,,,
sp_pp_hosp_handwash_freq,cuestionario_posparto,,radio,"¿Con qué frecuencia se lavó usted las manos antes de alimentar a su bebé y durante otro contacto cercano con su bebé durante la estadía en el hospital?","1, Siempre | 2, A veces | 3, Nunca | 4, No estoy seguro | 5, Prefiero no contestar",,,,,,"[sp_pp_hosp_handwash] = '1'",,,,,,
sp_pp_mask_feed,cuestionario_posparto,,radio,"A23b. Usar una mascarilla mientras alimenta a su bebé o durante otro contacto cercano con su bebé","1, Sí | 0, No | 88, No sabe | 99, No desea responder",,,,,,"[sp_pp_outcome] = '1' or [sp_pp_outcome]='2'",,,,,,
sp_pp_mask_feed_freq,cuestionario_posparto,,radio,"¿Con qué frecuencia usó usted una mascarilla mientras alimentaba a su bebé y durante otro contacto cercano con su bebé durante la estadía en el hospital?","1, Siempre | 2, A veces | 3, Nunca | 4, No estoy seguro | 5, Prefiero no contestar",,,,,,"[sp_pp_mask_feed] = '1'",,,,,,
sp_pp_hosp_visitors,cuestionario_posparto,,radio,"A24. ¿Se le permitió a usted recibir visitas al hospital durante su estadía en el hospital para el parto?","1, Sí | 0, No | 88, No sabe | 99, No desea responder",,,,,,"[sp_pp_outcome] = '1' or [sp_pp_outcome]='2'",,,,,,
sp_pp_hosp_othcare,cuestionario_posparto,,radio," A25. ¿Le pidió a una persona adulta (que no sea el personal de atención médica, como el padre del bebé, otro pariente o amigo(a)) que estuviera presente en la habitación para cuidar al bebé mientras usted tenía síntomas de enfermedad como fiebre, tos, falta de aire, escalofríos, dolor de garganta, diarrea, dolores musculares o corporales, cambios en el olfato o gusto?","1, Sí | 0, No | 88, No sabe | 99, No desea responder",,,,,,"[sp_pp_hosp_visitors] = '1'",,,,,,
sp_pp_gest_covid,cuestionario_posparto,"
<div style=""font-size: 1.5em"">B. EXPOSICIÓN AL COVID-19</div>",radio,"B1. Desde que se inscribió en este estudio, ¿le ha dicho a usted un proveedor de atención médica que usted tenía COVID-19, ya sea sospechado o confirmado, en algún momento antes de su hospitalización para el parto o fin de su embarazo? No incluya ningún diagnóstico de COVID-19 que haya ocurrido durante la hospitalización del parto o fin del embarazo.","1, Sí | 0, No | 88, No sabe | 99, No desea responder",,,,,,"[sp_pp_rec_infdeath_2]='1' or [sp_pp_outcome] = '1' or [sp_pp_outcome]='2'",,,,,,
sp_pp_gest_covid_lab,cuestionario_posparto,,radio,"B2. ¿Le hicieron a usted una prueba de laboratorio para confirmar que tenía COVID-19? ","1, Sí | 0, No | 88, No sabe | 99, No desea responder",,,,,,"[sp_pp_gest_covid] = '1'",,,,,,
sp_pp_gest_covid_test,cuestionario_posparto,,checkbox,"B3. ¿Qué tipo de prueba le hicieron para confirmar que tenía COVID-19 (indique todas las que correspondan)? ","1, Hisopo tomado de la nariz | 2, Prueba de sangre | 3, Otra prueba | 88, No sabe | 99, No deseo responder",,,,,,"[sp_pp_gest_covid_lab] = '1'",,,,,,
sp_pp_swab_res,cuestionario_posparto,,radio,"Hisopo tomado de la nariz","1, Positivo | 2, Negativo | 88, No sabe | 99, No deseo responder",,,,,,"[sp_pp_gest_covid_test(1)] = '1'",,,,,,
sp_pp_blood_res,cuestionario_posparto,,radio,"Prueba de sangre","1, Positivo | 2, Negativo | 88, No sabe | 99, No deseo responder",,,,,,"[sp_pp_gest_covid_test(2)] = '1'",,,,,,
sp_pp_gest_covid_test_sepc,cuestionario_posparto,,text,"B3a_spec: ¿Qué otra prueba le hicieron?",,,,,,,"[sp_pp_gest_covid_test(3)] = '1'",,,,,," @HIDDEN"
sp_pp_gest_covid_test_spec,cuestionario_posparto,,text,"B3a_spec: ¿Qué otra prueba le hicieron?",,,,,,,"[sp_pp_gest_covid_test(3)] = '1'",,,,,,
sp_pp_covtest_known,cuestionario_posparto,,radio,"B4. ¿Recuerda usted en qué fecha le hicieron la prueba de COVID-19? ","1, Sí | 0, No | 88, No sabe | 99, No deseo responder",,,,,,"[sp_pp_gest_covid_lab] = '1'",,,,,,
sp_pp_covtest_dt,cuestionario_posparto,,text,"Mejor fecha estimada:",,mm-dd-aaaa,date_mdy,,,,"[sp_pp_covtest_known] = '1'",,,,,,
sp_pp_covtest_mon,cuestionario_posparto,,radio,"B4a. Indique el mes del 2020 en el que le dijeron que tenía COVID-19.","1, Enero | 2, Febrero | 3, Marzo | 4, Abril | 5, Mayo | 6, Junio | 7, Julio | 8, Agosto | 9, Septiembre | 10, Octubre | 11, Noviembre | 12, Diciembre | 88, No sabe | 99, No deseo responder",,,,,,"[sp_pp_covtest_known] = '0' or [sp_pp_covtest_known] = '3' or [sp_pp_covtest_known] = '3'",,,,,,
sp_pp_covtest_day,cuestionario_posparto,,radio,"B4b. Indique la parte del mes en que le dijeron que tenía COVID-19:","1, Del 1o al 15 del mes | 2, Del 16 al fin de mes | 88, No sabe | 99, No deseo responder",,,,,,"[sp_pp_covtest_known] = '0' or [sp_pp_covtest_known] = '3' or [sp_pp_covtest_known] = '3'",,,,,,
sp_pp_gest_covid_treat,cuestionario_posparto,,radio,"B5. ¿Fue tratada usted con un medicamento para COVID-19?","1, Sí | 0, No",,,,,,"[sp_pp_gest_covid] = '1'",,,,,,
sp_pp_gest_covid_med,cuestionario_posparto,,checkbox,"B5a. ¿Cuál era el nombre del medicamento que recibió para COVID-19 (marque todos los que correspondan)?","1, Remdesivir | 2, otro",,,,,,"[sp_pp_gest_covid_treat] = '1'",,,,,,
sp_pp_gest_covid_med_spec,cuestionario_posparto,,text,Especifique:,,,,,,,"[sp_pp_gest_covid_med(2)] = '1'",,,,,,
sp_pp_fam_covid,cuestionario_posparto,,radio,"B6. Durante su embarazo, ¿ha sido alguien de su hogar diagnosticado con COVID-19, sopechado o confirmado? ","1, Sí | 0, No | 88, No sabe | 99, No deseo responder",,,,,,"[sp_pp_rec_infdeath_2]='1' or [sp_pp_outcome] = '1' or [sp_pp_outcome]='2'",,,,,,
sp_pp_fam_covid_num,cuestionario_posparto,,text,"a. ¿A cuántas personas en el hogar se les diagnosticó?",,,integer,0,,,"[sp_pp_fam_covid] = '1'",,,,,,
sp_pp_fam_age1,cuestionario_posparto,,text,"b. ¿Cuál es la edad en años de la persona #1 de su hogar a la que se le diagnosticó COVID-19? Ingrese 0 si la persona tiene menos de 1 año de edad.",,,integer,0,,,"[sp_pp_fam_covid_num] >= 1",,,,,,
sp_pp_fam_age2,cuestionario_posparto,,text,"b. ¿Cuál es la edad en años de la persona #2 de su hogar a la que se le diagnosticó COVID-19? Ingrese 0 si la persona tiene menos de 1 año de edad.",,,integer,0,,,"[sp_pp_fam_covid_num] >= 2",,,,,,
sp_pp_fam_age3,cuestionario_posparto,,text,"¿Cuál es la edad en años de la persona #3 de su hogar a la que le diagnosticaron COVID-19? Ingrese 0 si la persona tiene menos de 1 año de edad.",,,integer,0,,,"[sp_pp_fam_covid_num] >= 3",,,,,,
sp_pp_fam_age4,cuestionario_posparto,,text,"¿Cuál es la edad en años de la persona #4 de su hogar a la que le diagnosticaron COVID-19? Ingrese 0 si la persona tiene menos de 1 año de edad.",,,integer,0,,,"[sp_pp_fam_covid_num] >= 4",,,,,,
sp_pp_fam_age5,cuestionario_posparto,,text,"¿Cuál es la edad en años de la persona #5 de su hogar a la que le diagnosticaron COVID-19? Ingrese 0 si la persona tiene menos de 1 año de edad.",,,integer,0,,,"[sp_pp_fam_covid_num] >= 5",,,,,,
sp_pp_fam_age6,cuestionario_posparto,,text,"b. ¿Cuál es la edad en años de la persona #6 de su hogar a la que le diagnosticaron COVID-19? Ingrese 0 si la persona tiene menos de 1 año de edad.",,,integer,0,,,"[sp_pp_fam_covid_num] >= 6",,,,,,
sp_pp_fam_age7,cuestionario_posparto,,text,"b. ¿Cuál es la edad en años de la persona #7 de su hogar a la que le diagnosticaron COVID-19? Ingrese 0 si la persona tiene menos de 1 año de edad.",,,integer,0,,,"[sp_pp_fam_covid_num] >= 7",,,,,,
sp_pp_fam_age8,cuestionario_posparto,,text,"b. ¿Cuál es la edad en años de la persona #8 de su hogar a la que le diagnosticaron COVID-19? Ingrese 0 si la persona tiene menos de 1 año de edad.",,,integer,0,,,"[sp_pp_fam_covid_num] >= 8",,,,,,
sp_pp_fam_age9,cuestionario_posparto,,text,"b. ¿Cuál es la edad en años de la persona #9 de su hogar a la que le diagnosticaron COVID-19? Ingrese 0 si la persona tiene menos de 1 año de edad.",,,integer,0,,,"[sp_pp_fam_covid_num] >= 9",,,,,,
sp_pp_fam_age10,cuestionario_posparto,,text,"b. ¿Cuál es la edad en años de la persona #10 de su hogar a la que le diagnosticaron COVID-19? Ingrese 0 si la persona tiene menos de 1 año de edad.",,,integer,0,,,"[sp_pp_fam_covid_num] >= 10",,,,,,
sp_pp_exposed,cuestionario_posparto,,radio,"B7. Durante su embarazo, ¿ha estado usted cerca de alguien, que no sea de su hogar, que estuviera enfermo con COVID-19, presunto o confirmado?","1, Sí | 0, No | 88, No sabe | 99, No deseo responder",,,,,,"[sp_pp_rec_infdeath_2]='1' or [sp_pp_outcome] = '1' or [sp_pp_outcome]='2'",,,,,,
sp_pp_exp_age,cuestionario_posparto,,radio,"B7b. ¿Qué edad tenía la persona? Si no lo sabe, indique su edad más probable.","1, Menos de 10 años | 2, De 10 a 17 años | 3, De 18 a 64 años | 4, 65 años o más",,,,,,"[sp_pp_exposed] = '1'",,,,,,
sp_pp_exp_setting,cuestionario_posparto,,radio,"B8. ¿En qué ambiente estaba usted con alguien, que no sea de su hogar, que estaba enfermo con COVID-19 presunto o confirmado?","1, Su casa | 2, Hogar de la persona con presunto o confirmado COVID-19 | 3, Lugar de trabajo | 7, Lugar de servicios de salud (tal como una clínica u hospital) | 4, Escuela | 8, Guardería infantil | 9, Supermercado | 10, Tienda al por menor | 11, Restaurante (sentado al aire libre) | 12, Restaurante (sentado en el interior) | 13, Bar | 14, Gimnasio | 5, Lugar de culto (Iglesia)/Evento comunitario basado en la fe | 6, Otro | 88, No sé | 99, No deseo responder",,,,,,"[sp_pp_exposed] = '1'",,,,,,
sp_pp_exp_spec,cuestionario_posparto,,text,Especifique:,,,,,,,"[sp_pp_exp_setting] = '6'",,,,,,
sp_pp_prenatal,cuestionario_posparto,"
<div style=""font-size: 1.5em"">C.  Medicamentos durante el embarazo</div>",radio,"C1. Durante su embarazo, ¿tomó usted alguna vitamina prenatal?","1, Sí | 0, No | 88, No sabe | 99, No deseo responder",,,,,,"[sp_pp_rec_infdeath_2]='1' or [sp_pp_outcome] = '1' or [sp_pp_outcome]='2'",,,,,,
sp_pp_prenatal_dt,cuestionario_posparto,,radio,"C1a. ¿Cuándo empezó usted a tomar la vitamina prenatal?","1, Antes del embarazo | 2, Primer trimestre | 3, Segundo trimestre | 4, Tercer trimestre",,,,,,"[sp_pp_prenatal] = '1'",,,,,,
sp_pp_iron,cuestionario_posparto,,radio,"C2. Durante su embarazo, ¿tomó usted algún suplemento de hierro?","1, Sí | 0, No | 88, No sabe | 99, No deseo responder",,,,,,"[sp_pp_rec_infdeath_2]='1' or [sp_pp_outcome] = '1' or [sp_pp_outcome]='2'",,,,,,
sp_pp_iron_dt,cuestionario_posparto,,radio,"C2a. ¿Cuándo empezó usted a tomar el suplemento de hierro?","1, Antes del embarazo | 2, Primer trimestre | 3, Segundo trimestre | 4, Tercer trimestre",,,,,,"[sp_pp_iron] = '1'",,,,,,
sp_pp_script_meds,cuestionario_posparto,,radio,"C3. Durante este embarazo, ¿tomó usted algún medicamento recetado (sin incluir vitaminas prenatales y suplementos de hierro) durante más de 2 semanas seguidas?","1, Sí | 0, No | 88, No sabe | 99, No deseo responder",,,,,,"[sp_pp_rec_infdeath_2]='1' or [sp_pp_outcome] = '1' or [sp_pp_outcome]='2'",,,,,,
sp_pp_med_num,cuestionario_posparto,,text,"C3a. ¿Cuántos medicamentos recetados tomó usted durante más de 2 semanas seguidas? ",,,integer,0,,,"[sp_pp_script_meds] = '1'",,,,,,
sp_pp_med1,cuestionario_posparto,,radio,"¿Cuál era el nombre del medicamento 1?","1, a. Albuterol | 2, b. Gliburida | 3, c. Insulina 4, d. Levotiroxina (Synthroid) | 5, e. Metoclopromida (Reglan, Primperan) | 6, f. Prometazina (Phenergan o Phenadoz) | 7, g. Otro:",,,,,,[sp_pp_med_num]>=1,,,,,,
sp_pp_med1_spec,cuestionario_posparto,,text,Especifique:,,,,,,,[sp_pp_med1]='7',,,,,,
sp_pp_med2,cuestionario_posparto,,radio,"¿Cuál era el nombre del medicamento 2?","1, a. Albuterol | 2, b. Gliburida | 3, c. Insulina 4, d. Levotiroxina (Synthroid) | 5, e. Metoclopromida (Reglan, Primperan) | 6, f. Prometazina (Phenergan o Phenadoz) | 7, g. Otro:",,,,,,[sp_pp_med_num]>=2,,,,,,
sp_pp_med2_spec,cuestionario_posparto,,text,Especifique:,,,,,,,[sp_pp_med2]='7',,,,,,
sp_pp_med3,cuestionario_posparto,,radio,"¿Cuál era el nombre del medicamento 3?","1, a. Albuterol | 2, b. Gliburida | 3, c. Insulina 4, d. Levotiroxina (Synthroid) | 5, e. Metoclopromida (Reglan, Primperan) | 6, f. Prometazina (Phenergan o Phenadoz) | 7, g. Otro:",,,,,,[sp_pp_med_num]>=3,,,,,,
sp_pp_med3_spec,cuestionario_posparto,,text,Especifique:,,,,,,,[sp_pp_med3]='7',,,,,,
sp_pp_med4,cuestionario_posparto,,radio,"¿Cuál era el nombre del medicamento 4?","1, a. Albuterol | 2, b. Gliburida | 3, c. Insulina 4, d. Levotiroxina (Synthroid) | 5, e. Metoclopromida (Reglan, Primperan) | 6, f. Prometazina (Phenergan o Phenadoz) | 7, g. Otro:",,,,,,[sp_pp_med_num]>=4,,,,,,
sp_pp_med4_spec,cuestionario_posparto,,text,Especifique:,,,,,,,[sp_pp_med4]='7',,,,,,
sp_pp_med5,cuestionario_posparto,,radio,"¿Cuál era el nombre del medicamento 5?","1, a. Albuterol | 2, b. Gliburida | 3, c. Insulina 4, d. Levotiroxina (Synthroid) | 5, e. Metoclopromida (Reglan, Primperan) | 6, f. Prometazina (Phenergan o Phenadoz) | 7, g. Otro:",,,,,,[sp_pp_med_num]>=5,,,,,,
sp_pp_med5_spec,cuestionario_posparto,,text,Especifique:,,,,,,,[sp_pp_med5]='7',,,,,,
sp_pp_med6,cuestionario_posparto,,radio,"¿Cuál era el nombre del medicamento 6?","1, a. Albuterol | 2, b. Gliburida | 3, c. Insulina 4, d. Levotiroxina (Synthroid) | 5, e. Metoclopromida (Reglan, Primperan) | 6, f. Prometazina (Phenergan o Phenadoz) | 7, g. Otro:",,,,,,[sp_pp_med_num]>=6,,,,,,
